NR,C,13|NAME,C,30|ZUSATZ,C,254|ZUSATZNR,C,11|EINHEIT,C,8|PREISA,C,10|SOPREISA,C,10|PREISB,C,10|SOPREISB,C,10|TEXT,C,254|TEXT_2,C,254|TEXT_3,C,254|TEXT_4,C,254|TEXT2,C,254|TEXT2_2,C,254|TEXT2_3,C,254|TEXT2_4,C,254|TEXT3,C,254|TEXT3_2,C,254|TEXT3_3,C,254|TEXT3_4,C,254|EAN,C,13|MHD,C,10|HALTBTAGE,C,3|GRAFIK,C,254|GRAFIK2,C,254|VKGEWICHT,C,8|KGPREISA,C,25|KGPREISB,C,25|BPTEXT1,C,254|BPTEXT1_2,C,254|BPTEXT1_3,C,254|BPTEXT1_4,C,254|BPTEXT2,C,254|BPTEXT2_2,C,254|BPTEXT2_3,C,254|BPTEXT2_4,C,254|BPTEXT3,C,254|BPTEXT3_2,C,254|BPTEXT3_3,C,254|BPTEXT3_4,C,254|BPTEXT4,C,254|BPTEXT4_2,C,254|BPTEXT4_3,C,254|BPTEXT4_4,C,254|BPTEXT5,C,254|BPTEXT5_2,C,254|BPTEXT5_3,C,254|BPTEXT5_4,C,254|BPTEXT6,C,254|BPTEXT6_2,C,254|BPTEXT6_3,C,254|BPTEXT6_4,C,254|BPTEXT7,C,254|BPTEXT7_2,C,254|BPTEXT7_3,C,254|BPTEXT7_4,C,254|BPTEXT8,C,254|BPTEXT8_2,C,254|BPTEXT8_3,C,254|BPTEXT8_4,C,254|BPTEXT9,C,254|BPTEXT9_2,C,254|BPTEXT9_3,C,254|BPTEXT9_4,C,254|BPTEXT10,C,254|BPTEXT10_2,C,254|BPTEXT10_3,C,254|BPTEXT10_4,C,254|LINKARTIK,C,30|LINKPREIS,C,10|KJ,C,10|KCAL,C,10|EIWEISS,C,10|FETT,C,10|KOHLENHYDR,C,10|GESFETTSAE,C,10|ZUCKER,C,10|BALLASTSTO,C,10|KOCHSALZ,C,10|BEINHEITEN,C,10|GRAMMBE,C,10|ALLERGENE,C,254
123a|..|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
123x|SB- Weltmeisterbrot 850g|||Stück|3,800|0,000|3,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
124|SB-Mischbrot 1000g|||Stück|4,000|0,000|4,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
124x|SB- SB-Mischbrot 1000g|||Stück|4,000|0,000|4,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
125|Kokosmakronen|||Stück|1,350|0,000|1,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
126|*HONIG-MARZIPAN-ST. bio 500g|||1|10,500|0,000|10,500|0,000|Dinkelauszugsmehl Typ 630, Butter, Honig-Marzipan, Sultaninen, Feigen, Aprikosen, Mandeln, Haselnüsse, Walnüsse, Sojamilch, Rohrohrzucker, Biorealhefe, Meersalz*, Öko-Dekorschnee, Kardamom, Zimt, Muskat, Nelken, Piment, Macis, Ingwer||||Honig-Marzipan-Stollen||||500g|||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
127|*DINKEL-MEISTER-STOLL bio 500g|||500g|9,400|0,000|9,400|0,000|Dinkelauszugsmehl Typ 630, Butter, Sultaninen, Feigen, Aprikosen, Mandeln, Haselnüsse, Walnüsse, Sojamilch, Rohrohrzucker, Biorealhefe, Meersalz*, Öko-Dekorschnee, Kardamom, Zimt, Muskat, Nelken, Piment, Macis, Ingwer||||VK-Dinkelstollen||||500g|||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
128|*Stollen in Scheiben bio|||Stück|1,850|0,000|1,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
129|Hannesvollkornmeterbrot|||Stück|4,900|0,000|4,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
130|Meterbrot , weiss       900g|||Stück|4,450|0,000|4,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
130x|SB von Meterbrot , weiss|||Stück|4,450|0,000|4,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
131|Zwiebelmeterbrot 1000g|||Stück|4,900|0,000|4,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
131x|SB-Zwiebelmeterbrot 100|||Stück|4,900|0,000|4,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
132|Schwarzbrotmeter|||Stück|4,900|0,000|4,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
132x|SB-Schwarzbrotmeter 1500g|||Stück|4,900|0,000|4,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
133|Nußmeter         1500g|||Stück|5,450|0,000|5,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
134|Sonnenblumen.-meter   1500g|||Stück|5,100|0,000|5,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
135|Mehrkornmeter    1500g|||Stück|5,100|0,000|5,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
136|Mischmeterbrot|||Stück|4,650|0,000|4,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
136a|MischMETERbrot dunkel|||Stück|4,650|0,000|4,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
136b|Mischmeter Kasten|||Stück|4,650|0,000|4,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
137|*Weizenvollkorn-Meterbrot bio|||Stück|4,900|0,000|4,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
138|SB-Mischmeter in Kasten|||Stück|5,100|0,000|5,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
138a|SB-Mischmeter rund und schmal|||Stück|5,100|0,000|5,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
139|Dansk Kernebröd-Meter|||Stück|5,550|0,000|5,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
139x|SB von Dansk Kernebröd-Mete|||Stück|5,550|0,000|5,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
141|Marzipan-Nusstorte|||Stück|27,000|0,000|27,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
141b|Mohntorte schlesische Art|||Stück|27,000|0,000|27,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
144|*Schlemmermeter bio|||Stück|7,300|0,000|7,300|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Vollreis, Leinsaat, SB-Kerne, Hafer, Sesamsaat, Hirse, Bioreal-Hefe, Kürbiskerne|||||||||||||15.07.2020||||1250 g|5,840|0,584|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Sonnenblumenkerne bio; Kürbiskerne bio; Leinsaat bio; Hirse bio; Leinsaat braun bio; Reis natur rund bio; ROGGEN BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1356 kJ / 324 kcal  /  Fett: 14,5 g  /  davon ges. Fettsäuren: 1,9 g  /  Kohlenhydrate: 35,1 g  /  davon Zucker: 2,4 g  /  Ballaststoffe: 10,0 g  /  Eiweiß: 11,1 g  /  Salz: 2,6 g  /  Broteinheiten (BE): 2,9  /  1 BE entspricht: 34|g|||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGEN BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||1356|324|11,10 g|14,45 g|35,14 g|1,87 g|2,44 g|9,99 g|2,59 g|2,93|34,15 g|Gluten
144x|SB-*Schlemmermeter bio|||Stück|7,300|0,000|7,300|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Vollreis, Leinsaat, SB-Kerne, Hafer, Sesamsaat, Hirse, Bioreal-Hefe, Kürbiskerne|||||||||||||15.07.2020||||1250 g|5,840|0,584|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Sonnenblumenkerne bio; Kürbiskerne bio; Leinsaat bio; Hirse bio; Leinsaat braun bio; Reis natur rund bio; ROGGEN BIO; Salz; Bio-Realhefe bio; Wasser||||Ø je 100 g:  Energie: 1356 kJ / 324 kcal  /  Fett: 14,5 g  /  davon ges. Fettsäuren: 1,9 g  /  Kohlenhydrate: 35,1 g  /  davon Zucker: 2,4 g  /  Ballaststoffe: 10,0 g  /  Eiweiß: 11,1 g  /  Salz: 2,6 g  /  Broteinheiten (BE): 2,9  /  1 BE entspricht: 34|g|||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGEN BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||1356|324|11,10 g|14,45 g|35,14 g|1,87 g|2,44 g|9,99 g|2,59 g|2,93|34,15 g|Gluten
145|*Roggenschrot-Meterbrot bio|||Stück|6,650|0,000|6,650|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*|||||||||||||15.07.2020||||1250 g|5,320|0,532|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Salz; Wasser||||Ø je 100 g:  Energie: 935 kJ / 223 kcal  /  Fett: 1,1 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 45,4 g  /  davon Zucker: 3,4 g  /  Ballaststoffe: 10,0 g  /  Eiweiß: 6,7 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 3,8  /  1 BE entspricht: 26 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO"||||||||||||||||||||||||||||||||||935|223|6,66 g|1,06 g|45,38 g|0,23 g|3,40 g|9,98 g|1,97 g|3,78|26,44 g|Gluten
147|*Roggenbackfermentmeter bio|||Stück|6,300|0,000|6,300|0,000||||||||||||||15.07.2020||||1250 g|5,040|0,504|ROGGEN GEQUETSCHT BIO; Wasser; ROGGENSCHROT BIO; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Salz; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 874 kJ / 209 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 42,4 g  /  davon Zucker: 0,8 g  /  Ballaststoffe: 9,3 g  /  Eiweiß: 6,2 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,5  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: ROGGENSCHROT BIO, SAUERTEIG ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO, ROGGEN GEQUETSCHT VERSPÄTET"||||||||||||||||||||||||||||||||||874|209|6,22 g|1,19 g|42,42 g|0,21 g|0,75 g|9,31 g|1,68 g|3,53|28,29 g|Gluten
148|Schlemmerkuchen|||Stück|1,350|0,000|1,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
150|Kleingebäck|||Stück|3,000|0,000|3,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
150a|Kaffeebrot|||Stück|3,000|0,000|3,000|0,000||||||||||||||15.07.2020||||150 g|20,000|2,000||||||||||||||||||||||||||||||||||||||||||||||||||||||
151|*SB-Backferment-Meter bio|||Stück|6,950|0,000|6,950|0,000|Roggen (gebrochen), Roggenschrot, Mais-Backferment*, Meersalz*, SB-Kerne (15%), Maismehl|||||||||||||15.07.2020||||1250 g|5,560|0,556|ROGGEN GEQUETSCHT BIO; Wasser; ROGGENSCHROT BIO; Sonnenblumenkerne bio; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Salz; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 1024 kJ / 245 kcal  /  Fett: 6,6 g  /  davon ges. Fettsäuren: 0,8 g  /  Kohlenhydrate: 37,8 g  /  davon Zucker: 0,7 g  /  Ballaststoffe: 8,7 g  /  Eiweiß: 7,9 g  /  Salz: 1,4 g  /  Broteinheiten (BE): 3,1  /  1 BE entspricht: 32 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: ROGGENSCHROT BIO, SAUERTEIG ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO, ROGGEN GEQUETSCHT VERSPÄTET"||||||||||||||||||||||||||||||||||1024|245|7,90 g|6,62 g|37,76 g|0,84 g|0,67 g|8,70 g|1,44 g|3,15|31,78 g|Gluten
152|*Zwiebelmeter bio|||Stück|6,150|0,000|6,150|0,000|Weizenvollkornmehl, pflanzl. Margarine, Bioreal-Hefe, Meersalz*, Röstzwiebeln|||||||||||||15.07.2020||||1200 g|5,125|0,513|WEIZENVOLLKORNMEHL BIO; Wasser; Bio-Realhefe bio; Margarine bio; Salz||||Ø je 100 g:  Energie: 1230 kJ / 294 kcal  /  Fett: 3,9 g  /  davon ges. Fettsäuren: 1,5 g  /  Kohlenhydrate: 49,6 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 9,0 g  /  Eiweiß: 9,7 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 4,1  /  1 BE entspricht: 24 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1230|294|9,72 g|3,86 g|49,59 g|1,47 g|0,59 g|9,03 g|2,07 g|4,13|24,20 g|Gluten
152a|*Zwiebelbrot bio|||Stück|6,150|0,000|6,150|0,000|Weizenvollkornmehl, pflanzl. Margarine, Bioreal-Hefe, Meersalz*, Röstzwiebeln|||||||||||||15.07.2020||||1200 g|5,125|0,513|WEIZENVOLLKORNMEHL BIO; Wasser; Bio-Realhefe bio; Margarine bio; Salz||||Ø je 100 g:  Energie: 1230 kJ / 294 kcal  /  Fett: 3,9 g  /  davon ges. Fettsäuren: 1,5 g  /  Kohlenhydrate: 49,6 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 9,0 g  /  Eiweiß: 9,7 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 4,1  /  1 BE entspricht: 24 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1230|294|9,72 g|3,86 g|49,59 g|1,47 g|0,59 g|9,03 g|2,07 g|4,13|24,20 g|Gluten
152x|SB von *Zwiebelmeter bio|||Stück|6,150|0,000|6,150|0,000|Weizenvollkornmehl, pflanzl. Margarine, Bioreal-Hefe, Meersalz*, Röstzwiebeln|||||||||||||15.07.2020||||1200 g|5,125|0,513|WEIZENVOLLKORNMEHL BIO; Wasser; Bio-Realhefe bio; Margarine bio; Salz||||Ø je 100 g:  Energie: 1230 kJ / 294 kcal  /  Fett: 3,9 g  /  davon ges. Fettsäuren: 1,5 g  /  Kohlenhydrate: 49,6 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 9,0 g  /  Eiweiß: 9,7 g  /  Salz: 2,1 g  /  Broteinheiten (BE): 4,1  /  1 BE entspricht: 24 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1230|294|9,72 g|3,86 g|49,59 g|1,47 g|0,59 g|9,03 g|2,07 g|4,13|24,20 g|Gluten
153|*Früchtebrot BIO 1000g|||1500g|10,200|0,000|10,200|0,000|Roggenschrot, Natur-Sauerteig, Meersalz*, Vollreis, Leinsaat, Sonnenblumenkerne, Hafer, Hirse, Bioreal-Hefe, Cashewkerne, Walnüsse, Feigen, Sultaninen, Aprikosen||||Früchtebrot||||1500g|||||15.07.2020||||1000 g|10,200|1,020|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; Aprikosen halbiert bio; Feigen gehackt bio; HASELNUSSKERNE GANZ BIO; Rosinen bio; WALNUSSE BIO; Hirse bio; Leinsaat braun bio; Reis natur rund bio; ROGGEN BIO; Sonnenblumenkerne bio|; Salz; Bio-Realhefe bio; Wasser|||Ø je 100 g:  Energie: 1374 kJ / 328 kcal  /  Fett: 15,4 g  /  davon ges. Fettsäuren: 1,5 g  /  Kohlenhydrate: 37,6 g  /  davon Zucker: 16,2 g  /  Ballaststoffe: 7,0 g  /  Eiweiß: 8,1 g  /  Salz: 1,6 g  /  Broteinheiten (BE): 3,1  /  1 BE entspricht: 32 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen), Schalenfrüchte (Haselnüsse, Walnüsse).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGEN BIO, ROGGENSCHROT BIO, HASELNUSSKERNE GANZ BIO, WALNUSSE BIO"||||||||||||||||||||||||||||||||||1374|328|8,07 g|15,43 g|37,57 g|1,49 g|16,21 g|7,00 g|1,58 g|3,13|31,94 g|Gluten, Schalenfrüchte
154|Sahnestücke|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
154a|Trümmerschnitte 1 Stk.|||Stück|1,900|0,000|1,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
154b|Schoko Kirschkuchen m.Kokos|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
154d|Quark Mandarine Sahne Stk.|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
154e| Trümmerschnitte 1Stk.klein|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
154f|Stracciatella-Bisquit Schnitte|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
155|Käsemeterbrot|||Stück|6,650|0,000|6,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
155a|Käsemeter-Mini|||Stück|3,800|0,000|3,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
156|Feinschmeckermeterbrot dunkel|||Stück|6,450|0,000|6,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
156a|Feinschmeckermeterbrot hell|||Stück|6,450|0,000|6,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
156x|SB- Feinschmecker Meter|||Stück|6,450|0,000|6,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
157|Apfelschnitte, gedeckt|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
157a|Apfelschnitte ged.m.Sahne|||Stück|1,900|0,000|1,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
158|Früchteschnitte|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
159|*Korn an Korn-Meterbrot bio|||Stück|6,950|0,000|6,950|0,000||||||||||||||15.07.2020||||1250 g|5,560|0,556|SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); ROGGENSCHROT BIO; ROGGEN GEQUETSCHT BIO; Salz; Wasser||||Ø je 100 g:  Energie: 1010 kJ / 241 kcal  /  Fett: 1,2 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 48,9 g  /  davon Zucker: 2,8 g  /  Ballaststoffe: 10,8 g  /  Eiweiß: 7,2 g  /  Salz: 1,5 g  /  Broteinheiten (BE): 4,1  /  1 BE entspricht: 25 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, ROGGENSCHROT BIO, ROGGEN GEQUETSCHT BIO"||||||||||||||||||||||||||||||||||1010|241|7,17 g|1,21 g|48,90 g|0,24 g|2,80 g|10,76 g|1,49 g|4,08|24,54 g|Gluten
161|Weltmeistermeter|||Stück|5,550|0,000|5,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
162|*helle Bio-Dinkelbrötchen|||Stück|0,650|0,000|0,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
163|Obsttorte|||Stück|21,000|0,000|21,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
163a|*Obsttorte BIO|||Stück|44,700|0,000|44,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
164|*Dinkel-VK-Kissen bio|||Stück|0,700|0,000|0,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
166|Stollen          500g|||Stück|5,250|0,000|5,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
166a|Stollen 750g|||Stück|7,650|0,000|7,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
166b|Mohnstollen 500g|||Stück|6,250|0,000|6,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
166c| Stollen 200g|||Stück|3,400|0,000|3,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
167|Birne-Helene Torte|||Stück|27,000|0,000|27,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
168|Nußsahnetorte|||Stück|27,000|0,000|27,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
169|*Milchweizenmeter  bio|||Stück|5,650|0,000|5,650|0,000||||||||||||||15.07.2020||||1200 g|4,708|0,471|WEIZENMEHL TYPE 550 BIO*; VOLLMILCHPULVER BIO; Wasser; BUTTER BIO; Bio-Realhefe bio; Rohrohrzucker bio; Salz||||Ø je 100 g:  Energie: 1386 kJ / 331 kcal  /  Fett: 4,7 g  /  davon ges. Fettsäuren: 2,5 g  /  Kohlenhydrate: 61,3 g  /  davon Zucker: 5,3 g  /  Ballaststoffe: 3,5 g  /  Eiweiß: 10,2 g  /  Salz: 1,9 g  /  Broteinheiten (BE): 5,1  /  1 BE entspricht: 20 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen), Milcherzeugnisse.
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, VOLLMILCHPULVER BIO, BUTTER BIO"||||||||||||||||||||||||||||||||||1386|331|10,20 g|4,68 g|61,28 g|2,55 g|5,26 g|3,46 g|1,94 g|5,11|19,58 g|Gluten, Milcherzeugnisse
169x|SB von *Milchweizenmeter  b|||Stück|5,650|0,000|5,650|0,000||||||||||||||15.07.2020||||1200 g|4,708|0,471|WEIZENMEHL TYPE 550 BIO*; VOLLMILCHPULVER BIO; Wasser; BUTTER BIO; Bio-Realhefe bio; Rohrohrzucker bio; Salz||||Ø je 100 g:  Energie: 1386 kJ / 331 kcal  /  Fett: 4,7 g  /  davon ges. Fettsäuren: 2,5 g  /  Kohlenhydrate: 61,3 g  /  davon Zucker: 5,3 g  /  Ballaststoffe: 3,5 g  /  Eiweiß: 10,2 g  /  Salz: 1,9 g  /  Broteinheiten (BE): 5,1  /  1 BE entspricht: 20 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen), Milcherzeugnisse.
 - Zutaten mit ausgewiesenen Allergenen: WEIZENMEHL TYPE 550 BIO*, VOLLMILCHPULVER BIO, BUTTER BIO"||||||||||||||||||||||||||||||||||1386|331|10,20 g|4,68 g|61,28 g|2,55 g|5,26 g|3,46 g|1,94 g|5,11|19,58 g|Gluten, Milcherzeugnisse
170|Pizza Boden Schule|||Stück|0,850|0,000|0,850|0,000|Weizenmehl, Roggenmehl, Hefe, Salz, Backmittel, Weizenkleber, Milchpulver, Sauerteig, Wasser, Pizzagewürz|||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
171|Saftkorn 1000g|||Stück|4,000|0,000|4,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
171a|Saftkornmeterbrot|||Stück|4,550|0,000|4,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
171x|SB- Saftkorn 1000g|||Stück|4,000|0,000|4,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
173|Himbeerschnitte|||Stück|1,750|0,000|1,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
175|Vollkornpartysonne|||Stück|8,750|0,000|8,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
175a|*Vollkornpartysonne BIO|||Stück|12,750|0,000|12,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
176|*Baguette Bioland|||Stück|2,650|0,000|2,650|0,000||||||||||||||15.07.2020||||1250 g|2,120|0,212|WEIZENVOLLKORNMEHL BIO; Wasser; Bio-Realhefe bio; Margarine bio; Salz||||Ø je 100 g:  Energie: 1181 kJ / 282 kcal  /  Fett: 3,7 g  /  davon ges. Fettsäuren: 1,4 g  /  Kohlenhydrate: 47,6 g  /  davon Zucker: 0,6 g  /  Ballaststoffe: 8,7 g  /  Eiweiß: 9,3 g  /  Salz: 2,0 g  /  Broteinheiten (BE): 4,0  /  1 BE entspricht: 25 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Weizen).
 - Zutaten mit ausgewiesenen Allergenen: WEIZENVOLLKORNMEHL BIO"||||||||||||||||||||||||||||||||||1181|282|9,33 g|3,70 g|47,60 g|1,41 g|0,57 g|8,67 g|1,99 g|3,97|25,21 g|Gluten
176a|*DK-Baguette 35 cm lang bio|||Stück|3,500|0,000|3,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
